BioSample	Runs	Assembly_Method	Country	Exact	Iso2	UN	Lineage	Per_Mis	sample_lon	sample_lat	precision	NearPost	NearPost_lon	NearPost_lat	Level2	Level1
SRS494366	"SRR1019128,SRR1140935"	reference guided alignment	South Africa	NA	ZA	Southern-Africa	3	13.1	30.0778008	-30.9629002	Random	Durban	30.9873199	-29.8491802	Southern Africa	Africa
ERS217648	ERR233360	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	14.5	72.6932983	30.4990997	Random	loc06-tmc010512	71.48333	30.183332	Indian Subcontinent	Asia-Tropical
ERS217669	ERR233381	reference guided alignment	Nepal	NA	NP	Southern-Asia	3	13.2	87.4151001	26.8719997	Random	loc40-tmc040220	86.716667	27.700001	Indian Subcontinent	Asia-Tropical
ERS217671	ERR233383	reference guided alignment	Nepal	NA	NP	Southern-Asia	3	13.3	85.3264999	27.2835007	Random	loc45-tmc040220	85.550003	27.616667	Indian Subcontinent	Asia-Tropical
ERS217673	ERR233385	reference guided alignment	Nepal	NA	NP	Southern-Asia	3	13.3	80.9757996	29.5741005	Random	loc22-tmc040220	81.599998	30.700001	Indian Subcontinent	Asia-Tropical
ERS217675	ERR233387	reference guided alignment	India	Mumbai	IN	Southern-Asia	3	13.5	72.88	19.08	Exact	Bombay	72.8258	18.975	Indo-China	Asia-Tropical
ERS217679	ERR233391	reference guided alignment	Nepal	NA	NP	Southern-Asia	3	13.2	86.7503967	26.5825996	Random	loc40-tmc040220	86.716667	27.700001	Indian Subcontinent	Asia-Tropical
ERS218150	ERR234099	reference guided alignment	Nepal	NA	NP	Southern-Asia	3	13.2	81.4445038	29.0326004	Random	loc22-tmc040220	81.599998	30.700001	Indian Subcontinent	Asia-Tropical
ERS218160	ERR234109	reference guided alignment	Nepal	NA	NP	Southern-Asia	3	13.3	82.4032974	28.9766006	Random	loc26-tmc040220	83.349998	29.966667	Indian Subcontinent	Asia-Tropical
ERS218162	ERR234111	reference guided alignment	Nepal	NA	NP	Southern-Asia	3	13.2	82.3310013	28.5918007	Random	loc26-tmc040220	83.349998	29.966667	Indian Subcontinent	Asia-Tropical
ERS218209	ERR234158	reference guided alignment	Iran	NA	IR	Southern-Asia	3	19.5	48.3930016	38.4418983	Random	Tabriz	46.291943	38.080002	Western Asia	Asia-Temperate
ERS218219	ERR234168	reference guided alignment	Afghanistan	NA	AF	Southern-Asia	3	13.4	65.3197021	32.0045013	Random	Qandahar	65.717	31.617	Western Asia	Asia-Temperate
ERS218232	ERR234181	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.3	67.5931015	24.2203999	Random	Tatta	67.967	24.733	Indian Subcontinent	Asia-Tropical
ERS218239	ERR234188	reference guided alignment	Sri Lanka	NA	LK	Southern-Asia	3	16.2	80.6800995	6.6549702	Random	sealoc18-tmc050418	77.72487	7.5284	Indian Subcontinent	Asia-Tropical
ERS218240	ERR234189	reference guided alignment	Afghanistan	NA	AF	Southern-Asia	3	17.8	65.5803986	36.468399	Random	Balkh	66.9	36.75	Western Asia	Asia-Temperate
ERS218243	ERR234192	reference guided alignment	Afghanistan	NA	AF	Southern-Asia	3	13.4	63.9436989	32.5834007	Random	Phra	62.116669	32.366669	Western Asia	Asia-Temperate
ERS218247	ERR234196	reference guided alignment	Afghanistan	NA	AF	Southern-Asia	3	13.2	62.6804008	31.5946999	Random	Phra	62.116669	32.366669	Western Asia	Asia-Temperate
ERS218283	ERR234232	reference guided alignment	India	NA	IN	Southern-Asia	3	17.6	82.4257965	19.9787998	Random	Cuttack	85.8333	20.5	Indo-China	Asia-Tropical
ERS218284	ERR234233	reference guided alignment	India	NA	IN	Southern-Asia	3	15	93.7807007	24.1128998	Random	Dacca	90.367	23.717	Indo-China	Asia-Tropical
ERS611783	ERR688008	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.1	70.2153015	28.8843994	Random	Uch	71.05	29.233	Indian Subcontinent	Asia-Tropical
ERS611784	ERR688009	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.2	69.1211014	26.0363998	Random	Tatta	67.967	24.733	Indian Subcontinent	Asia-Tropical
ERS611785	ERR688010	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.1	67.9067993	25.6536999	Random	Tatta	67.967	24.733	Indian Subcontinent	Asia-Tropical
ERS611786	ERR688011	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.1	74.4787979	31.2061005	Random	Lahore	74.312775	31.571388	Indian Subcontinent	Asia-Tropical
ERS611787	ERR688012	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.1	71.3125	29.5944996	Random	Uch	71.05	29.233	Indian Subcontinent	Asia-Tropical
ERS611791	ERR688016	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.2	68.4020996	26.9652004	Random	xrd01-tmc010201	69.416664	28.049999	Indian Subcontinent	Asia-Tropical
ERS611792	ERR688017	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.1	71.5258026	34.6352997	Random	Charsadda	71.73333	34.150002	Indian Subcontinent	Asia-Tropical
ERS611793	ERR688018	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.2	69.6429977	28.9733009	Random	xrd01-tmc010201	69.416664	28.049999	Indian Subcontinent	Asia-Tropical
ERS611796	ERR688021	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.1	73.8620987	32.5428009	Random	Gujrat	74.083	32.567	Indian Subcontinent	Asia-Tropical
ERS611797	ERR688022	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.3	72.4639969	31.4323006	Random	loc06-tmc010512	71.48333	30.183332	Indian Subcontinent	Asia-Tropical
ERS611801	ERR688026	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.2	69.6185989	25.0918007	Random	Tatta	67.967	24.733	Indian Subcontinent	Asia-Tropical
ERS611802	ERR688027	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.1	71.9797974	29.1651001	Random	Uch	71.05	29.233	Indian Subcontinent	Asia-Tropical
ERS611804	ERR688029	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.1	69.0758972	25.5330009	Random	Tatta	67.967	24.733	Indian Subcontinent	Asia-Tropical
ERS611806	ERR688031	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.1	75.0251007	32.4166985	Random	Gujrat	74.083	32.567	Indian Subcontinent	Asia-Tropical
ERS611807	ERR688032	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.2	71.046402	28.8222008	Random	Uch	71.05	29.233	Indian Subcontinent	Asia-Tropical
ERS611808	ERR688033	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.3	73.9852982	31.1567001	Random	Lahore	74.312775	31.571388	Indian Subcontinent	Asia-Tropical
ERS611811	ERR688036	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.2	72.8264008	31.7563	Random	Lahore	74.312775	31.571388	Indian Subcontinent	Asia-Tropical
ERS611815	ERR688040	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.2	70.8675995	28.6002007	Random	Uch	71.05	29.233	Indian Subcontinent	Asia-Tropical
ERS611819	ERR688044	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.1	66.4677963	30.3318996	Random	Qandahar	65.717	31.617	Indian Subcontinent	Asia-Tropical
ERS611820	ERR688045	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.4	68.6605988	26.7866001	Random	xrd01-tmc010201	69.416664	28.049999	Indian Subcontinent	Asia-Tropical
ERS611822	ERR688047	reference guided alignment	Pakistan	NA	PK	Southern-Asia	3	13.1	71.2282028	28.7805004	Random	Uch	71.05	29.233	Indian Subcontinent	Asia-Tropical
SRS559442	"SRR1172065,SRR1172075"	reference guided alignment	Iran	NA	IR	Southern-Asia	3	13.2	60.4104004	33.4357986	Random	Birjand	59.2144	32.8739	Western Asia	Asia-Temperate
SRS559734	"SRR1172879,SRR1173771"	reference guided alignment	India	Tiruvallur	IN	Southern-Asia	3	13.2	79.89	13.14	Exact	Madras	80.2833	13.0833	Indo-China	Asia-Tropical
SRS559742	SRR1172895	reference guided alignment	Iran	NA	IR	Southern-Asia	3	13.1	53.7392998	36.4791985	Random	Hecatompylos	54.349167	36.171112	Western Asia	Asia-Temperate
ERS217672	ERR233384	reference guided alignment	Portugal	NA	PT	Southern-Europe	3	13.3	-8.7793999	39.5147018	Random	loc90-tmc051117	-8.2	39.4667	Macaronesia	Africa
ERS248000	ERR275205	reference guided alignment	Portugal	NA	PT	Southern-Europe	3	13.2	-7.2519002	41.7168999	Random	Santiago de Compostela	-8.55	42.883331	Macaronesia	Africa
ERS023435	ERR040112	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.3	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023438	ERR040115	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.1	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023445	ERR040122	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.2	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023448	ERR040125	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.3	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023450	ERR040127	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.2	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023451	ERR040128	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.2	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023455	ERR040132	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.4	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023461	ERR040138	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.1	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023466	ERR038736	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.4	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023468	ERR038738	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.2	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023469	ERR038739	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.1	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023470	ERR038740	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.3	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023471	ERR038741	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023472	ERR038742	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.1	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023474	ERR038744	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.4	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023477	ERR038747	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.1	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023478	ERR038748	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.1	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023479	ERR038749	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.1	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023480	ERR038750	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13.1	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS023481	ERR038751	reference guided alignment	Uganda	Kampala	UG	Eastern-Africa	4	13	32.58	0.35	Exact	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS078252	ERR124634	reference guided alignment	Malawi	NA	MW	Eastern-Africa	4	13.2	33.0517006	-13.9483995	Random	Kilwa	39.522778	-8.957778	South Tropical Africa	Africa
ERS1028680	ERR1200605	reference guided alignment	Ethiopia	Butajira	ET	Eastern-Africa	4	14.2	38.37	8.12	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028686	ERR1200611	reference guided alignment	Ethiopia	Ghimbi	ET	Eastern-Africa	4	14.3	35.83	9.19	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028689	ERR1200614	reference guided alignment	Ethiopia	Gondar	ET	Eastern-Africa	4	15.4	37.45	12.6	Exact	Adulis	39.75	15.266667	Northeast Tropical Africa	Africa
ERS1028690	ERR1200615	reference guided alignment	Ethiopia	Ghimbi	ET	Eastern-Africa	4	15.5	35.83	9.19	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028691	ERR1200616	reference guided alignment	Ethiopia	Butajira	ET	Eastern-Africa	4	14.7	38.37	8.12	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028695	ERR1200620	reference guided alignment	Ethiopia	Gondar	ET	Eastern-Africa	4	13.9	37.45	12.6	Exact	Adulis	39.75	15.266667	Northeast Tropical Africa	Africa
ERS1028696	ERR1200621	reference guided alignment	Ethiopia	Filtu	ET	Eastern-Africa	4	14.1	40.65	5.11	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028702	ERR1200627	reference guided alignment	Ethiopia	Negelle	ET	Eastern-Africa	4	14.7	38.67	7.36	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS1028703	ERR1200628	reference guided alignment	Ethiopia	Gondar	ET	Eastern-Africa	4	14.9	37.45	12.6	Exact	Adulis	39.75	15.266667	Northeast Tropical Africa	Africa
ERS1028712	ERR1200637	reference guided alignment	Ethiopia	Negelle	ET	Eastern-Africa	4	14.2	38.67	7.36	Exact	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS141583	ERR176515	reference guided alignment	Malawi	NA	MW	Eastern-Africa	4	13.2	34.0055008	-10.3409004	Random	Kilwa	39.522778	-8.957778	South Tropical Africa	Africa
ERS141816	ERR176484	reference guided alignment	Malawi	NA	MW	Eastern-Africa	4	13.2	34.1609993	-10.7420998	Random	Kilwa	39.522778	-8.957778	South Tropical Africa	Africa
ERS142107	ERR181972	reference guided alignment	Malawi	NA	MW	Eastern-Africa	4	13	33.3488007	-12.9300003	Random	Kilwa	39.522778	-8.957778	South Tropical Africa	Africa
ERS142122	ERR181987	reference guided alignment	Malawi	NA	MW	Eastern-Africa	4	13	33.3316994	-14.0788002	Random	Kilwa	39.522778	-8.957778	South Tropical Africa	Africa
ERS142343	ERR181818	reference guided alignment	Malawi	NA	MW	Eastern-Africa	4	13.1	33.6805	-10.4108	Random	Kilwa	39.522778	-8.957778	South Tropical Africa	Africa
ERS153902	ERR212051	reference guided alignment	Malawi	NA	MW	Eastern-Africa	4	13.1	34.9180984	-15.0148001	Random	Kilwa	39.522778	-8.957778	South Tropical Africa	Africa
ERS154027	ERR212176	reference guided alignment	Malawi	NA	MW	Eastern-Africa	4	13.3	33.9668999	-10.9487	Random	Kilwa	39.522778	-8.957778	South Tropical Africa	Africa
ERS163344	ERR221528	reference guided alignment	Malawi	NA	MW	Eastern-Africa	4	13	34.2002983	-12.7237997	Random	Kilwa	39.522778	-8.957778	South Tropical Africa	Africa
ERS217636	ERR233348	reference guided alignment	Ethiopia	Gondar	ET	Eastern-Africa	4	15.4	37.45	12.6	Exact	Adulis	39.75	15.266667	Northeast Tropical Africa	Africa
ERS217638	ERR233350	reference guided alignment	Ethiopia	Gondar	ET	Eastern-Africa	4	13.9	37.45	12.6	Exact	Adulis	39.75	15.266667	Northeast Tropical Africa	Africa
ERS217640	ERR233352	reference guided alignment	Ethiopia	Gondar	ET	Eastern-Africa	4	14.9	37.45	12.6	Exact	Adulis	39.75	15.266667	Northeast Tropical Africa	Africa
ERS217657	ERR233369	reference guided alignment	Ethiopia	NA	ET	Eastern-Africa	4	14.7	35.176899	10.8648996	Random	Addis Ababa	38.7444992	9.0335999	Northeast Tropical Africa	Africa
ERS218212	ERR234161	reference guided alignment	Tanzania	NA	TZ	Eastern-Africa	4	13.8	32.0311012	-2.6824801	Random	Kilwa	39.522778	-8.957778	East Tropical Africa	Africa
ERS218214	ERR234163	reference guided alignment	Tanzania	NA	TZ	Eastern-Africa	4	13.2	35.9347992	-9.7528296	Random	Kilwa	39.522778	-8.957778	East Tropical Africa	Africa
ERS218222	ERR234171	reference guided alignment	Uganda	NA	UG	Eastern-Africa	4	13.5	31.7770996	1.80063	Random	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS218223	ERR234172	reference guided alignment	Uganda	NA	UG	Eastern-Africa	4	13.7	30.2248001	-0.0178002	Random	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS218224	ERR234173	reference guided alignment	Uganda	NA	UG	Eastern-Africa	4	13.2	33.6060982	0.499605	Random	Addis Ababa	38.7444992	9.0335999	East Tropical Africa	Africa
ERS218280	ERR234229	reference guided alignment	China	NA	CN	Eastern-Asia	4	13.5	120.2089996	52.651001	Random	Kaiyuan	124.0817	42.5975	China	Asia-Temperate
SRS490605	"SRR1011512,SRR1019187"	reference guided alignment	Taiwan	NA	TW	Eastern-Asia	4	13	121.3239975	23.2807999	Random	Taipei	121.516098	25.04744	Eastern Asia	Asia-Temperate
SRS490609	"SRR1019191,SRR1011517"	reference guided alignment	Taiwan	NA	TW	Eastern-Asia	4	13	121.0910034	23.7649994	Random	Taipei	121.516098	25.04744	Eastern Asia	Asia-Temperate
SRS490610	"SRR1019192,SRR1011521"	reference guided alignment	Taiwan	NA	TW	Eastern-Asia	4	13.1	121.7229996	24.8770008	Random	Taipei	121.516098	25.04744	Eastern Asia	Asia-Temperate
SRS515999	"SRR1051198,SRR1051199"	reference guided alignment	Taiwan	NA	TW	Eastern-Asia	4	13.1	120.677002	24.1651001	Random	Taipei	121.516098	25.04744	Eastern Asia	Asia-Temperate
ERS050935	ERR067732	reference guided alignment	Russia	Samara	RU	Eastern-Europe	4	13.1	50.22	53.24	Exact	loc54-tmc051117	44.5858	48.8047	Siberia	Asia-Temperate
ERS053656	ERR067629	reference guided alignment	Russia	Samara	RU	Eastern-Europe	4	13.1	50.22	53.24	Exact	loc54-tmc051117	44.5858	48.8047	Siberia	Asia-Temperate
ERS053685	ERR067658	reference guided alignment	Russia	Samara	RU	Eastern-Europe	4	13.1	50.22	53.24	Exact	loc54-tmc051117	44.5858	48.8047	Siberia	Asia-Temperate
ERS066661	ERR108481	reference guided alignment	Russia	Samara	RU	Eastern-Europe	4	13.1	50.22	53.24	Exact	loc54-tmc051117	44.5858	48.8047	Siberia	Asia-Temperate
ERS066698	ERR117451	reference guided alignment	Russia	Samara	RU	Eastern-Europe	4	13.1	50.22	53.24	Exact	loc54-tmc051117	44.5858	48.8047	Siberia	Asia-Temperate
ERS094089	ERR133800	reference guided alignment	Russia	Samara	RU	Eastern-Europe	4	13.5	50.22	53.24	Exact	loc54-tmc051117	44.5858	48.8047	Siberia	Asia-Temperate
ERS094163	ERR133874	reference guided alignment	Russia	Samara	RU	Eastern-Europe	4	13	50.22	53.24	Exact	loc54-tmc051117	44.5858	48.8047	Siberia	Asia-Temperate
ERS094226	ERR133937	reference guided alignment	Russia	Samara	RU	Eastern-Europe	4	13.1	50.22	53.24	Exact	loc54-tmc051117	44.5858	48.8047	Siberia	Asia-Temperate
ERS094227	ERR133938	reference guided alignment	Russia	Samara	RU	Eastern-Europe	4	13	50.22	53.24	Exact	loc54-tmc051117	44.5858	48.8047	Siberia	Asia-Temperate
ERS094241	ERR133952	reference guided alignment	Russia	Samara	RU	Eastern-Europe	4	13	50.22	53.24	Exact	loc54-tmc051117	44.5858	48.8047	Siberia	Asia-Temperate
ERS096358	ERR137228	reference guided alignment	Russia	Samara	RU	Eastern-Europe	4	13.3	50.22	53.24	Exact	loc54-tmc051117	44.5858	48.8047	Siberia	Asia-Temperate
ERS181386	ERR227992	reference guided alignment	Russia	Samara	RU	Eastern-Europe	4	13.1	50.22	53.24	Exact	loc54-tmc051117	44.5858	48.8047	Siberia	Asia-Temperate
ERS181392	ERR227998	reference guided alignment	Russia	Samara	RU	Eastern-Europe	4	13.1	50.22	53.24	Exact	loc54-tmc051117	44.5858	48.8047	Siberia	Asia-Temperate
ERS181428	ERR228034	reference guided alignment	Russia	Samara	RU	Eastern-Europe	4	13.2	50.22	53.24	Exact	loc54-tmc051117	44.5858	48.8047	Siberia	Asia-Temperate
ERS181536	ERR229987	reference guided alignment	Russia	Samara	RU	Eastern-Europe	4	13.1	50.22	53.24	Exact	loc54-tmc051117	44.5858	48.8047	Siberia	Asia-Temperate
SRS555850	SRR1166100	reference guided alignment	Romania	NA	RO	Eastern-Europe	4	13.1	27.9969006	47.0181999	Random	loc29-tmc051117	29.0111	47.7664	Southeastern Europe	Europe
SRS555858	SRR1166108	reference guided alignment	Romania	NA	RO	Eastern-Europe	4	13	23.7401009	47.9463997	Random	loc32-tmc051117	24.733334	49.116669	Southeastern Europe	Europe
SRS555863	"SRR1169082,SRR1166116"	reference guided alignment	Moldova	Chisinau	MD	Eastern-Europe	4	13.2	28.86	47.01	Exact	loc28-tmc051117	29.6433	46.8403	Eastern Europe	Europe
SRS555869	SRR1166122	reference guided alignment	Romania	NA	RO	Eastern-Europe	4	13.3	24.6620007	44.9054985	Random	loc38-tmc051117	23.95	43.7667	Southeastern Europe	Europe
SRS555879	SRR1166137	reference guided alignment	Romania	NA	RO	Eastern-Europe	4	13.1	29.1131992	45.2728004	Random	Tomi	28.667	44.2	Southeastern Europe	Europe
SRS555896	SRR1166162	reference guided alignment	Romania	NA	RO	Eastern-Europe	4	13.2	25.2775993	44.6885986	Random	loc38-tmc051117	23.95	43.7667	Southeastern Europe	Europe
SRS555906	SRR1166178	reference guided alignment	Romania	NA	RO	Eastern-Europe	4	13	28.0974007	46.1099014	Random	loc28-tmc051117	29.6433	46.8403	Southeastern Europe	Europe
SRS555924	SRR1166253	reference guided alignment	Romania	NA	RO	Eastern-Europe	4	13.1	22.3386002	44.7356987	Random	loc39-tmc051117	22.6561	44.6319	Southeastern Europe	Europe
SRS555929	"SRR1166282,SRR1169055"	reference guided alignment	Moldova	Chisinau	MD	Eastern-Europe	4	13.3	28.86	47.01	Exact	loc28-tmc051117	29.6433	46.8403	Eastern Europe	Europe
SRS555952	SRR1166325	reference guided alignment	Romania	NA	RO	Eastern-Europe	4	13.1	22.8113003	44.535099	Random	loc39-tmc051117	22.6561	44.6319	Southeastern Europe	Europe
SRS561126	SRR1175470	reference guided alignment	Romania	NA	RO	Eastern-Europe	4	13.1	23.5498009	45.0735016	Random	loc39-tmc051117	22.6561	44.6319	Southeastern Europe	Europe
ERS218203	ERR234152	reference guided alignment	Vietnam	NA	VN	South-Eastern-Asia	4	14	102.6289978	22.1439991	Random	loc34-tmc060201	102.7478	23.1542	Indo-China	Asia-Tropical
ERS218221	ERR234170	reference guided alignment	Vietnam	NA	VN	South-Eastern-Asia	4	13.9	104.7839966	21.3572006	Random	Weimo	104.2469	23.7992	Indo-China	Asia-Tropical
ERS218231	ERR234180	reference guided alignment	Vietnam	NA	VN	South-Eastern-Asia	4	13.3	108.8899994	11.6795998	Random	loc12-tmc020719	107.6167	10.6	Indo-China	Asia-Tropical
ERS218234	ERR234183	reference guided alignment	Vietnam	NA	VN	South-Eastern-Asia	4	14	106.1070023	11.1084003	Random	loc11-tmc020719	106.366669	11.033333	Indo-China	Asia-Tropical
ERS218290	ERR234239	reference guided alignment	Vietnam	NA	VN	South-Eastern-Asia	4	18.5	105.5390015	9.5484104	Random	Oc Eo	105.083344	10.016667	Indo-China	Asia-Tropical
ERS218294	ERR234243	reference guided alignment	Vietnam	NA	VN	South-Eastern-Asia	4	13.9	105.9260025	11.6306	Random	Svay  Rieng	105.800003	11.083333	Indo-China	Asia-Tropical
ERS218295	ERR234244	reference guided alignment	Vietnam	NA	VN	South-Eastern-Asia	4	13.7	108.1719971	12.3587999	Random	loc12-tmc020719	107.6167	10.6	Indo-China	Asia-Tropical
SRS415168	"SRR832986,SRR832994"	reference guided alignment	South Africa	Charles Johnson Memorial	ZA	Southern-Africa	4	13.1	30.67	-28.21	Exact	Durban	30.9873199	-29.8491802	Southern Africa	Africa
SRS415216	"SRR833084,SRR833049"	reference guided alignment	South Africa	Ngwelezane	ZA	Southern-Africa	4	13	31.85	-28.77	Exact	Durban	30.9873199	-29.8491802	Southern Africa	Africa
SRS419330	"SRR847783,SRR924228"	reference guided alignment	South Africa	"King George V Hospital, Durban"	ZA	Southern-Africa	4	13.1	31	-29.82	Exact	Durban	30.9873199	-29.8491802	Southern Africa	Africa
SRS419334	"SRR847780,SRR924239"	reference guided alignment	South Africa	"King George V Hospital, Durban"	ZA	Southern-Africa	4	13.4	31	-29.82	Exact	Durban	30.9873199	-29.8491802	Southern Africa	Africa
SRS454481	"SRR958216,SRR924703"	reference guided alignment	South Africa	Rietvlei	ZA	Southern-Africa	4	13.1	28.29	-25.9	Exact	Maputo	32.6102982	-25.8679008	Southern Africa	Africa
SRS490579	"SRR1062850,SRR1011479"	reference guided alignment	South Africa	NA	ZA	Southern-Africa	4	13.1	26.6364002	-30.5440006	Random	Port Elizabeth	25.6232395	-33.9624214	Southern Africa	Africa
SRS490590	"SRR1062861,SRR1011490"	reference guided alignment	South Africa	NA	ZA	Southern-Africa	4	13	29.8593006	-23.1702003	Random	Maputo	32.6102982	-25.8679008	Southern Africa	Africa
SRS494362	"SRR1019125,SRR1140925"	reference guided alignment	South Africa	NA	ZA	Southern-Africa	4	13	26.4666996	-24.7143002	Random	Maputo	32.6102982	-25.8679008	Southern Africa	Africa
SRS494389	"SRR1140965,SRR1019151"	reference guided alignment	South Africa	Northdale Hospital - Ward C	ZA	Southern-Africa	4	13	30.4	-29.58	Exact	Durban	30.9873199	-29.8491802	Southern Africa	Africa
AUXC01	AUXC00000000.1	multiple genome alignment	India	Mathura	IN	Southern-Asia	4	18	77.67	27.49	Exact	Mathura	77.7	27.5	Indo-China	Asia-Tropical
AVQJ01	AVQJ00000000.1	multiple genome alignment	India	Agra	IN	Southern-Asia	4	18.2	78.01	27.18	Exact	Agra	78.01667	27.183332	Indo-China	Asia-Tropical
ERS217667	ERR233379	reference guided alignment	Nepal	NA	NP	Southern-Asia	4	13.5	87.3953018	27.3113995	Random	loc40-tmc040220	86.716667	27.700001	Indian Subcontinent	Asia-Tropical
ERS217670	ERR233382	reference guided alignment	Nepal	NA	NP	Southern-Asia	4	13.2	87.2612991	27.0123005	Random	loc40-tmc040220	86.716667	27.700001	Indian Subcontinent	Asia-Tropical
ERS217677	ERR233389	reference guided alignment	Nepal	NA	NP	Southern-Asia	4	13.3	81.0363998	28.7523003	Random	loc22-tmc040220	81.599998	30.700001	Indian Subcontinent	Asia-Tropical
ERS217678	ERR233390	reference guided alignment	Nepal	NA	NP	Southern-Asia	4	13.3	81.5419006	29.2422009	Random	loc22-tmc040220	81.599998	30.700001	Indian Subcontinent	Asia-Tropical
